level		chinese		japanese		korean		pos
1	:	地元	:	じもと	:	고장, 자기가 살고 있는 곳	:	noun
1	:	弱	:	じゃく	:	약함, 젊음	:	noun
1	:	若干	:	じゃっかん	:	약간, 어느 정도, 얼마간	:	noun
1	:	砂利	:	じゃり	:	자갈, 어린이, 조무래기	:	noun
1	:	住	:	じゅう	:	삶, 또, 주소·주거	:	noun
1	:	従業員	:	じゅうぎょういん	:	종업원	:	noun
1	:	従事	:	じゅうじ	:	종사	:	noun
1	:	充実	:	じゅうじつ	:	충실	:	noun
1	:	従順	:	じゅうじゅん	:	순종, 온순함, 다소곳함	:	noun
1	:	十字路	:	じゅうじろ	:	십자로, 네거리	:	noun
1	:	重複	:	じゅうふく	:	중복	:	noun
1	:	充満	:	じゅうまん	:	충만, 가득함	:	noun
1	:	従来	:	じゅうらい	:	종래	:	noun
1	:	塾	:	じゅく	:	숙, 학원, 기숙사	:	noun
1	:	樹木	:	じゅもく	:	수목	:	noun
1	:	樹立	:	じゅりつ	:	수립	:	noun
1	:	循環	:	じゅんかん	:	순환	:	noun
1	:	準急	:	じゅんきゅう	:	준급	:	noun
1	:	嬢	:	じょう	:	처녀, 색시, …양	:	noun
1	:	情	:	じょう	:	정, 감정, 성심, 진심	:	noun
1	:	条	:	じょう	:	조목, 대문, …에 대하여	:	noun
1	:	上位	:	じょうい	:	상위	:	noun
1	:	上演	:	じょうえん	:	상연	:	noun
1	:	城下	:	じょうか	:	성하, 성의 아래	:	noun
1	:	浄化	:	じょうか	:	정화	:	noun
1	:	上空	:	じょうくう	:	상공, 하늘	:	noun
1	:	情景	:	じょうけい	:	정경, 광경, 정상	:	noun
1	:	情緒	:	じょうしょ	:	정서, →じょうちょ	:	noun
1	:	上層	:	じょうそう	:	상층	:	noun
1	:	情緒	:	じょうちょ	:	정서	:	noun
1	:	情熱	:	じょうねつ	:	정열	:	noun
1	:	譲歩	:	じょうほ	:	양보	:	noun
1	:	条約	:	じょうやく	:	조약	:	noun
1	:	上陸	:	じょうりく	:	상륙	:	noun
1	:	蒸留·蒸溜	:	じょうりゅう	:	증류	:	noun
1	:	除外	:	じょがい	:	제외	:	noun
1	:	助言	:	じょげん	:	조언, 도움말	:	noun
1	:	徐行	:	じょこう	:	서행	:	noun
1	:	助詞	:	じょし	:	조사, 토씨	:	noun
1	:	女史	:	じょし	:	여사	:	noun
1	:	助動詞	:	じょどうし	:	조동사, 도움 움직씨	:	noun
1	:	自立	:	じりつ	:	자립	:	noun
1	:	陣	:	じん	:	진, 군사의 배치, …진	:	noun
1	:	人員	:	じんいん	:	인원	:	noun
1	:	人格	:	じんかく	:	인격	:	noun
1	:	人権	:	じんけん	:	인권	:	noun
1	:	人材	:	じんざい	:	인재	:	noun
1	:	迅速	:	じんそく	:	신속, 재빠름	:	noun
1	:	人体	:	じんたい	:	인체, 몸, →にんてい	:	noun
1	:	人民	:	じんみん	:	인민, 백성, 국민	:	noun
1	:	粋	:	すい	:	가장 정(순)도가 높은 부분	:	noun
1	:	推移	:	すいい	:	추이	:	noun
1	:	水源	:	すいげん	:	수원	:	noun
1	:	推進	:	すいしん	:	추진	:	noun
1	:	水洗	:	すいせん	:	수세	:	noun
1	:	吹奏	:	すいそう	:	취주	:	noun
1	:	推測	:	すいそく	:	추측	:	noun
1	:	衰退·衰頽	:	すいたい	:	쇠퇴, 쇠하여 약해짐	:	noun
1	:	水田	:	すいでん	:	수전, 무논, 수답	:	noun
1	:	推理	:	すいり	:	추리	:	noun
1	:	数詞	:	すうし	:	수사	:	noun
1	:	数値	:	すうち	:	수치, 값	:	noun
1	:	崇拝	:	すうはい	:	숭배	:	noun
1	:	救い	:	すくい	:	구함, 구제	:	noun
1	:	進み	:	すすみ	:	나아감, 진행, 진도	:	noun
1	:	裾	:	すそ	:	옷단, 옷자락	:	noun
1	:	擦れ違い	:	すれちがい	:	스치듯 지나감, 엇갈림	:	noun
1	:	寸前	:	すんぜん	:	직전, 바로 앞	:	noun
1	:	ずぶ濡れ	:	ずぶぬれ	:	흠뻑 젖음	:	noun
1	:		:	ずれ	:	엇갈림, 어긋남	:	noun
1	:	制	:	せい	:	제, 제도, 천자의 명령	:	noun
1	:	誠意	:	せいい	:	성의	:	noun
1	:	成育	:	せいいく	:	성육, 자람	:	noun
1	:	生育	:	せいいく	:	생육, 나서 키움	:	noun
1	:	精鋭	:	せいえい	:	정예	:	noun
1	:	成果	:	せいか	:	성과	:	noun
1	:	正規	:	せいき	:	정규	:	noun
1	:	正義	:	せいぎ	:	정의	:	noun
1	:	生計	:	せいけい	:	생계, 생활	:	noun
1	:	政権	:	せいけん	:	정권	:	noun
1	:	精巧	:	せいこう	:	정교	:	noun
1	:	制裁	:	せいさい	:	제재	:	noun
1	:	政策	:	せいさく	:	정책	:	noun
1	:	精算	:	せいさん	:	정산	:	noun
1	:	星座	:	せいざ	:	성좌, 별자리	:	noun
1	:	生死	:	せいし	:	생사	:	noun
1	:	静止	:	せいし	:	정지	:	noun
1	:	聖書	:	せいしょ	:	성서, 성경	:	noun
1	:	誠実	:	せいじつ	:	성실	:	noun
1	:	成熟	:	せいじゅく	:	성숙	:	noun
1	:	清純	:	せいじゅん	:	청순	:	noun
1	:	盛装	:	せいそう	:	성장, 또, 그 차림새	:	noun
1	:	生息	:	せいそく	:	생식, 생존, 서식	:	noun
1	:	清濁	:	せいだく	:	청탁, 맑음과 흐림	:	noun
1	:	制定	:	せいてい	:	제정	:	noun
1	:	製鉄	:	せいてつ	:	제철	:	noun
1	:	晴天	:	せいてん	:	청천, 맑게 갠 하늘	:	noun
1	:	正当	:	せいとう	:	정당	:	noun
1	:	成年	:	せいねん	:	성년	:	noun
1	:	征服	:	せいふく	:	정복	:	noun
1	:	製法	:	せいほう	:	제법	:	noun
1	:	精密	:	せいみつ	:	정밀	:	noun
1	:	声明	:	せいめい	:	성명	:	noun
1	:	姓名	:	せいめい	:	성명	:	noun
1	:	制約	:	せいやく	:	제약, 제한	:	noun
1	:	生理	:	せいり	:	생리, 월경, 생리학	:	noun
1	:	勢力	:	せいりょく	:	세력	:	noun
1	:	整列	:	せいれつ	:	정렬	:	noun
1	:	伜·倅·悴	:	せがれ	:	내 아들, 음경의 은어	:	noun
1	:	責務	:	せきむ	:	책무	:	noun
1	:	世間体	:	せけんてい	:	세상에 대한 체면	:	noun
1	:	世間話	:	せけんばなし	:	세상 이야기, 잡담	:	noun
1	:	世辞	:	せじ	:	인사, 간살	:	noun
1	:	世相	:	せそう	:	세상, 세태	:	noun
1	:	世帯	:	せたい	:	가구, 세대	:	noun
1	:	世代	:	せだい	:	세대, 연령층	:	noun
1	:	切開	:	せっかい	:	절개	:	noun
1	:	接触	:	せっしょく	:	접촉	:	noun
1	:	設置	:	せっち	:	설치	:	noun
1	:	折衷·折中	:	せっちゅう	:	절충	:	noun
1	:	設定	:	せってい	:	설정	:	noun
1	:	節	:	せつ	:	절, 시나 문장의 단락	:	noun
1	:	接続詞	:	せつぞくし	:	접속사	:	noun
1	:	切望	:	せつぼう	:	간망, 갈망	:	noun
1	:	設立	:	せつりつ	:	설립, 설치	:	noun
1	:	攻め	:	せめ	:	공격, 공세	:	noun
1	:	世論	:	せろん	:	세론, 여론	:	noun
1	:	先	:	せん	:	선, 앞, 이전, 이전의	:	noun
1	:	繊維	:	せんい	:	섬유	:	noun
1	:	宣教	:	せんきょう	:	선교	:	noun
1	:	宣言	:	せんげん	:	선언	:	noun
1	:	先行	:	せんこう	:	선행	:	noun
1	:	選考·銓衡·詮衡	:	せんこう	:	전형	:	noun
1	:	戦災	:	せんさい	:	전재	:	noun
1	:	専修	:	せんしゅう	:	전수, 전공	:	noun
1	:	戦術	:	せんじゅつ	:	전술	:	noun
1	:	潜水	:	せんすい	:	잠수	:	noun
1	:	先代	:	せんだい	:	선대, 전대	:	noun
1	:	先着	:	せんちゃく	:	선착	:	noun
1	:	戦闘	:	せんとう	:	전투	:	noun
1	:	潜入	:	せんにゅう	:	잠입	:	noun
1	:	専念	:	せんねん	:	전념, 전심	:	noun
1	:	船舶	:	せんぱく	:	선박	:	noun
1	:	先方	:	せんぽう	:	상대편, 저쪽, 앞쪽	:	noun
1	:	専用	:	せんよう	:	전용	:	noun
1	:	占領	:	せんりょう	:	점령	:	noun
1	:	戦力	:	せんりょく	:	전력, 능력, 능력자	:	noun
1	:	税務署	:	ぜいむしょ	:	세무서	:	noun
1	:	税率	:	ぜいりつ	:	세율	:	noun
1	:	是正	:	ぜせい	:	시정	:	noun
1	:	絶版	:	ぜっぱん	:	절판	:	noun
1	:	絶望	:	ぜつぼう	:	절망	:	noun
1	:	禅	:	ぜん	:	선, 좌선	:	noun
1	:	膳	:	ぜん	:	(밥)상	:	noun
1	:	善悪	:	ぜんあく	:	선악	:	noun
1	:	全快	:	ぜんかい	:	전쾌, 완쾌	:	noun
1	:	全集	:	ぜんしゅう	:	전집	:	noun
1	:	全盛	:	ぜんせい	:	전성	:	noun
1	:	前提	:	ぜんてい	:	전제	:	noun
1	:	前途	:	ぜんと	:	전도	:	noun
1	:	全滅	:	ぜんめつ	:	전멸	:	noun
1	:	善良	:	ぜんりょう	:	선량	:	noun
1	:	前例	:	ぜんれい	:	전례	:	noun
1	:	僧	:	そう	:	승, 승려, 스님	:	noun
1	:	総会	:	そうかい	:	총회	:	noun
1	:	創刊	:	そうかん	:	창간	:	noun
1	:	総額	:	そうがく	:	총액	:	noun
1	:	早急	:	そうきゅう	:	조급, 시급함, →さっきゅう	:	noun
1	:	壮健	:	そうけん	:	장건	:	noun
1	:	走行	:	そうこう	:	주행	:	noun
1	:	捜索	:	そうさく	:	수색	:	noun
1	:	喪失	:	そうしつ	:	상실	:	noun
1	:	装飾	:	そうしょく	:	장식	:	noun
1	:	操縦	:	そうじゅう	:	조종	:	noun
1	:	創造	:	そうぞう	:	창조	:	noun
1	:	相対	:	そうたい	:	상대	:	noun
1	:	騒動	:	そうどう	:	소동	:	noun
1	:	遭難	:	そうなん	:	조난	:	noun
1	:	相場	:	そうば	:	시세, 시가, 값어치	:	noun
1	:	装備	:	そうび	:	장비	:	noun
1	:	双方	:	そうほう	:	쌍방, 양쪽	:	noun
1	:	創立	:	そうりつ	:	창립	:	noun
1	:	促進	:	そくしん	:	촉진, →すいしん	:	noun
1	:	束縛	:	そくばく	:	속박	:	noun
1	:	側面	:	そくめん	:	측면	:	noun
1	:	素材	:	そざい	:	소재	:	noun
1	:	阻止·沮止	:	そし	:	저지	:	noun
1	:	訴訟	:	そしょう	:	소송	:	noun
1	:	育ち	:	そだち	:	성장, 육성의 방식	:	noun
1	:	措置	:	そち	:	조치, 조처	:	noun
1	:	率先	:	そっせん	:	솔선	:	noun
1	:	外方	:	そっぽ	:	다른 쪽, 딴 쪽	:	noun
1	:	素養	:	そよう	:	소양	:	noun
1	:	橇	:	そり	:	썰매	:	noun
1	:	揃い	:	そろい	:	모두 갖추어짐	:	noun
1	:	尊厳	:	そんげん	:	존엄	:	noun
1	:	損失	:	そんしつ	:	손실	:	noun
1	:	存続	:	そんぞく	:	존속	:	noun
1	:	像	:	ぞう	:	상, 사물의 형체	:	noun
1	:	憎悪	:	ぞうお	:	증오	:	noun
1	:	雑木	:	ぞうき	:	잡목	:	noun
1	:	増強	:	ぞうきょう	:	증강	:	noun
1	:	蔵相	:	ぞうしょう	:	장상, 재무상, 재무장관	:	noun
1	:	増進	:	ぞうしん	:	증진	:	noun
1	:	隊	:	たい	:	대, …대, 부대	:	noun
1	:	隊員	:	たいいん	:	대원	:	noun
1	:	対応	:	たいおう	:	대응, 서로 마주 봄	:	noun
1	:	退化	:	たいか	:	퇴화	:	noun
1	:	大家	:	たいか	:	대가, 거장, 부잣집	:	noun
1	:	体格	:	たいかく	:	체격	:	noun
1	:	大概	:	たいがい	:	대개, 대강, 대부분, 대충	:	noun
1	:	大金	:	たいきん	:	대금, 큰돈	:	noun
1	:	待遇	:	たいぐう	:	대우, 손님 대접, 서비스	:	noun
1	:	対決	:	たいけつ	:	대결	:	noun
1	:	体験	:	たいけん	:	체험	:	noun
1	:	対抗	:	たいこう	:	대항, 서로 맞섬, 우승 후보	:	noun
1	:	大衆	:	たいしゅう	:	대중	:	noun
1	:	対処	:	たいしょ	:	대처	:	noun
1	:	退治	:	たいじ	:	퇴치, 단숨에 해치움	:	noun
1	:	態勢	:	たいせい	:	태세	:	noun
1	:	怠惰	:	たいだ	:	태타, 나태, 태만	:	noun
1	:	対談	:	たいだん	:	대담	:	noun
1	:	体調	:	たいちょう	:	몸의 상태, 컨디션	:	noun
1	:	滞納·怠納	:	たいのう	:	체납	:	noun
1	:	対比	:	たいひ	:	대비, 비교, 견줌, 대조	:	noun
1	:	大部	:	たいぶ	:	분량이 많음, 대부분	:	noun
1	:	待望	:	たいぼう	:	대망	:	noun
1	:	怠慢	:	たいまん	:	태만	:	noun
1	:	対面	:	たいめん	:	대면	:	noun
1	:	大役	:	たいやく	:	대역, 중대한 역	:	noun
1	:	対話	:	たいわ	:	대화	:	noun
1	:	宝くじ·宝籤	:	たからくじ	:	복권	:	noun
1	:	たき火·焚(き)火	:	たきび	:	모닥불, 화톳불, 횃불	:	noun
1	:	巧み	:	たくみ	:	교묘함, 솜씨가 좋음, 정교함	:	noun
1	:	類い·比い·匹	:	たぐい	:	같은 부류, 유, 유례	:	noun
1	:	丈·長	:	たけ	:	키, 기장, 길이, 전부	:	noun
1	:	多数決	:	たすうけつ	:	다수결	:	noun
1	:	助け	:	たすけ	:	도움, 구원, 구조	:	noun
1	:	達者	:	たっしゃ	:	달인, 명인, 능숙함	:	noun
1	:	達成	:	たっせい	:	달성	:	noun
1	:	盾·楯	:	たて	:	방패	:	noun
1	:	建(て)前	:	たてまえ	:	상량, 상량식	:	noun
1	:	例え	:	たとえ	:	예	:	noun
1	:	他動詞	:	たどうし	:	타동사	:	noun
1	:	他方	:	たほう	:	타방, 다른 방향, 한편	:	noun
1	:	多忙	:	たぼう	:	다망, 매우 바쁨	:	noun
1	:	魂·霊	:	たましい	:	혼, 영혼, 정신, 기력	:	noun
1	:	溜(ま)り	:	たまり	:	굄, 대기실(씨름판), 집합소	:	noun
1	:	多様	:	たよう	:	다양	:	noun
1	:	弛み	:	たるみ	:	느슨함, 느즈러짐, 늘어짐	:	noun
1	:	単	:	たん	:	단…, 하나의	:	noun
1	:	単一	:	たんいつ	:	단일	:	noun
1	:	短歌	:	たんか	:	단가, 和歌의 한 형식	:	noun
1	:	担架	:	たんか	:	담가, 들것	:	noun
1	:	短歌	:	たんか	:	단가, 和歌의 한 형식	:	noun
1	:	短気	:	たんき	:	성마름, 급한 성질	:	noun
1	:	探検·探険	:	たんけん	:	탐험	:	noun
1	:	短縮	:	たんしゅく	:	단축	:	noun
1	:	単身	:	たんしん	:	단신, 혼자	:	noun
1	:	炭素	:	たんそ	:	탄소	:	noun
1	:	短大	:	たんだい	:	‘短期大学’의 준말	:	noun
1	:	単調	:	たんちょう	:	단조	:	noun
1	:	単独	:	たんどく	:	단독	:	noun
1	:	短波	:	たんぱ	:	단파	:	noun
1	:	蛋白質	:	たんぱくしつ	:	단백질	:	noun
1	:	代行	:	だいこう	:	대행	:	noun
1	:	大地	:	だいち	:	대지, 땅	:	noun
1	:	台無し	:	だいなし	:	엉망이 됨, 못쓰게 됨	:	noun
1	:	代弁	:	だいべん	:	대변, 대신 변상함	:	noun
1	:	大便	:	だいべん	:	대변, 똥	:	noun
1	:	台本	:	だいほん	:	대본, 극본	:	noun
1	:	代用	:	だいよう	:	대용	:	noun
1	:	打開	:	だかい	:	타개	:	noun
1	:	妥協	:	だきょう	:	타협	:	noun
1	:	妥結	:	だけつ	:	타결, 타협	:	noun
1	:	打撃	:	だげき	:	타격, 심적 충격, 배팅	:	noun
1	:	駄作	:	ださく	:	태작, 졸작	:	noun
1	:	脱出	:	だっしゅつ	:	탈출	:	noun
1	:	脱退	:	だったい	:	탈퇴	:	noun
1	:	堕落	:	だらく	:	타락	:	noun
1	:	団結	:	だんけつ	:	단결	:	noun
1	:	断言	:	だんげん	:	단언	:	noun
1	:	旦那·檀那	:	だんな	:	주인, 가장, 남편	:	noun
1	:	断面	:	だんめん	:	단면, 일면	:	noun
1	:	弾力	:	だんりょく	:	탄력	:	noun
1	:	治安	:	ちあん	:	치안	:	noun
1	:	畜産	:	ちくさん	:	축산	:	noun
1	:	畜生	:	ちくしょう	:	축생, 빌어먹을, 개새끼	:	noun
1	:	蓄積	:	ちくせき	:	축적	:	noun
1	:	地形	:	ちけい	:	지형	:	noun
1	:	知性	:	ちせい	:	지성	:	noun
1	:	乳	:	ちち	:	젖, 또, 유방	:	noun
1	:	地中	:	ちちゅう	:	지중, 땅속, 지하	:	noun
1	:	窒息	:	ちっそく	:	질식	:	noun
1	:	秩序	:	ちつじょ	:	질서	:	noun
1	:	着手	:	ちゃくしゅ	:	착수	:	noun
1	:	着色	:	ちゃくしょく	:	착색, 채색	:	noun
1	:	着席	:	ちゃくせき	:	착석	:	noun
1	:	着目	:	ちゃくもく	:	착목, 주목, 착안	:	noun
1	:	着陸	:	ちゃくりく	:	착륙	:	noun
1	:	着工	:	ちゃっこう	:	착공, 공사를 시작함	:	noun
1	:	茶の間	:	ちゃのま	:	거실, 다실	:	noun
1	:	茶の湯	:	ちゃのゆ	:	다도, 다도 모임	:	noun
1	:	宙返り	:	ちゅうがえり	:	공중제비, 재주 넘기	:	noun
1	:	中継	:	ちゅうけい	:	중계	:	noun
1	:	忠告	:	ちゅうこく	:	충고, 충언	:	noun
1	:	中傷	:	ちゅうしょう	:	중상	:	noun
1	:	中枢	:	ちゅうすう	:	중추, 가장 중요한 부분	:	noun
1	:	抽選·抽籤	:	ちゅうせん	:	추첨	:	noun
1	:	中断	:	ちゅうだん	:	중단	:	noun
1	:	中途半端	:	ちゅうとはんぱ	:	중동무이, 엉거주춤함	:	noun
1	:	中毒	:	ちゅうどく	:	중독	:	noun
1	:	中腹	:	ちゅうふく	:	중복, 산 중턱	:	noun
1	:	中和	:	ちゅうわ	:	중화, 올바르고 온화함	:	noun
1	:	著	:	ちょ	:	저, 저술, 저서	:	noun
1	:	蝶	:	ちょう	:	나비	:	noun
1	:	腸	:	ちょう	:	장, 창자	:	noun
1	:	調印	:	ちょういん	:	조인	:	noun
1	:	聴覚	:	ちょうかく	:	청각	:	noun
1	:	聴講	:	ちょうこう	:	청강	:	noun
1	:	徴収	:	ちょうしゅう	:	징수	:	noun
1	:	聴診器	:	ちょうしんき	:	청진기	:	noun
1	:	長寿	:	ちょうじゅ	:	장수	:	noun
1	:	挑戦	:	ちょうせん	:	도전	:	noun
1	:	調達	:	ちょうたつ	:	조달	:	noun
1	:	調停	:	ちょうてい	:	조정, 중재	:	noun
1	:	重複	:	ちょうふく	:	중복	:	noun
1	:	長編·長篇	:	ちょうへん	:	장편	:	noun
1	:	重宝·調法	:	ちょうほう	:	편리함, 소중히 여김	:	noun
1	:	調和	:	ちょうわ	:	조화	:	noun
1	:	直面	:	ちょくめん	:	직면	:	noun
1	:	著作権	:	ちょさくけん	:	저작권	:	noun
1	:	貯蓄·儲蓄	:	ちょちく	:	저축, 또, 그 재화	:	noun
1	:	直感	:	ちょっかん	:	직감	:	noun
1	:	著名	:	ちょめい	:	저명, 유명	:	noun
1	:	塵	:	ちり	:	티끌, 먼지, 쓰레기	:	noun
1	:	ちり取り·塵取(り)	:	ちりとり	:	쓰레받기	:	noun
1	:	賃金·賃銀	:	ちんぎん	:	임금, 보수, 품삯	:	noun
1	:	沈殿·沈澱	:	ちんでん	:	침전	:	noun
1	:	沈没	:	ちんぼつ	:	침몰	:	noun
1	:	珍味	:	ちんみ	:	진미	:	noun
1	:	沈黙	:	ちんもく	:	침묵	:	noun
1	:	陳列	:	ちんれつ	:	진열	:	noun
1	:	追及	:	ついきゅう	:	뒤쫓음, 추궁함	:	noun
1	:	追跡	:	ついせき	:	추적	:	noun
1	:	追放	:	ついほう	:	추방	:	noun
1	:	墜落	:	ついらく	:	추락	:	noun
1	:	痛快	:	つうかい	:	통쾌	:	noun
1	:	痛感	:	つうかん	:	통감	:	noun
1	:	通常	:	つうじょう	:	통상	:	noun
1	:	痛切	:	つうせつ	:	통절, 뼈에 사무치도록 느낌	:	noun
1	:	杖	:	つえ	:	지팡이, 의지하는 것, 곤장	:	noun
1	:	使い道·使い途	:	つかいみち	:	용도, 사용법, 쓰는 법	:	noun
1	:	束の間	:	つかのま	:	잠깐 동안, 순간	:	noun
1	:	月並(み)·月次	:	つきなみ	:	평범함, 진부함, 월례	:	noun
1	:	続ぎめ·継(ぎ)目·接(ぎ)目	:	つぎめ	:	이에짬, 이음매	:	noun
1	:	造(り)	:	つくり	:	집·정원·연못 등을 만듦	:	noun
1	:	作り	:	つくり	:	만듦, 제작자, 제작품	:	noun
1	:	辻褄	:	つじつま	:	사리, 이치, 계산	:	noun
1	:	筒	:	つつ	:	통, 속이 비고 긴 관, 총신, 포신	:	noun
1	:	勤め先·勉め先	:	つとめさき	:	근무처, 직장	:	noun
1	:	都度	:	つど	:	그때마다, 할 때마다	:	noun
1	:	津波·津浪·海嘯	:	つなみ	:	해소, 해일	:	noun
1	:	角	:	つの	:	뿔 모양의 것, 여자의 질투	:	noun
1	:	粒状	:	つぶじょう	:	입자 상태, 알갱이 모양	:	noun
1	:	円ら	:	つぶら	:	둥근 모양, 귀여운 모양	:	noun
1	:	壺·壷	:	つぼ	:	단지, 항아리	:	noun
1	:	蕾·莟	:	つぼみ	:	꽃봉오리, 젊은이	:	noun
1	:	露	:	つゆ	:	이슬, 덧없는 것, 눈물	:	noun
1	:	強火	:	つよび	:	화력이 센 불	:	noun
1	:	釣(り)皮·釣(り)革·吊り革	:	つりかわ	:	손잡이	:	noun
1	:	釣(り)鐘·吊鐘	:	つりがね	:	조종, 범종	:	noun
1	:	手当	:	てあて	:	수당, 급여, 수단	:	noun
1	:	提供	:	ていきょう	:	제공	:	noun
1	:	定義	:	ていぎ	:	정의	:	noun
1	:	提携	:	ていけい	:	제휴	:	noun
1	:	体裁	:	ていさい	:	체재, 외관, 겉모양	:	noun
1	:	定食	:	ていしょく	:	정식	:	noun
1	:	提示	:	ていじ	:	제시	:	noun
1	:	訂正	:	ていせい	:	정정	:	noun
1	:	停滞	:	ていたい	:	정체	:	noun
1	:	邸宅	:	ていたく	:	저택	:	noun
1	:	定年·停年	:	ていねん	:	정년	:	noun
1	:	堤防	:	ていぼう	:	제방, 둑	:	noun
1	:	手薄	:	てうす	:	허술함, 불충분함	:	noun
1	:	手遅れ·手後れ	:	ておくれ	:	때를 놓침, 때늦음	:	noun
1	:	手数	:	てかず	:	쓸 수 있는 수단, →てすう	:	noun
1	:	手掛(か)り·手懸(か)り	:	てがかり	:	손으로 잡을 곳, 단서	:	noun
1	:	適応	:	てきおう	:	적응	:	noun
1	:	適性	:	てきせい	:	적성	:	noun
1	:	手際	:	てぎわ	:	처리하는 수법, 솜씨	:	noun
1	:	手ごたえ·手応え·手答え	:	てごたえ	:	손에 받는 느낌, 반응	:	noun
1	:	手ごろ·手頃	:	てごろ	:	알맞음, 적당함	:	noun
1	:	手順	:	てじゅん	:	수순, 순서, 절차	:	noun
1	:	手錠·手鎖	:	てじょう	:	수갑, 쇠고랑	:	noun
1	:	手数	:	てすう	:	할 수 있는 수단의 수, 수고	:	noun
1	:	手違い	:	てちがい	:	착오가 생김, 어긋남	:	noun
1	:	手近	:	てぢか	:	가까이 있음, 비근함	:	noun
1	:	鉄鋼	:	てっこう	:	철강, 강철	:	noun
1	:	天辺	:	てっぺん	:	꼭대기, 정상, 극	:	noun
1	:	鉄棒	:	てつぼう	:	철봉, 쇠몽치, 철봉대	:	noun
1	:	手抜き	:	てぬき	:	절차를 생략함, 수고를 덞	:	noun
1	:	手のひら·掌	:	てのひら	:	손바닥	:	noun
1	:	手配	:	てはい	:	준비, 절차, 수배	:	noun
1	:	手はず·手筈	:	てはず	:	준비, 계획, 또, 그 순서	:	noun
1	:	手引き	:	てびき	:	인도함, 안내함, 입문함	:	noun
1	:	手本	:	てほん	:	글씨본, 본보기, 모범	:	noun
1	:	手回し·手廻し	:	てまわし	:	손으로 돌림, 준비, 채비	:	noun
1	:	手分け	:	てわけ	:	분담	:	noun
1	:	天	:	てん	:	천, 하늘, …천	:	noun
1	:	天下	:	てんか	:	천하, 세상, 将軍	:	noun
1	:	転回·転廻	:	てんかい	:	전회, 회전	:	noun
1	:	転換	:	てんかん	:	전환	:	noun
1	:	転居	:	てんきょ	:	전거, 이사	:	noun
1	:	転勤	:	てんきん	:	전근	:	noun
1	:	点検	:	てんけん	:	점검	:	noun
1	:	転校	:	てんこう	:	전교, 전학	:	noun
1	:	天災	:	てんさい	:	천재	:	noun
1	:	天才	:	てんさい	:	천재	:	noun
1	:	転職	:	てんしょく	:	전직	:	noun
1	:	点線	:	てんせん	:	점선	:	noun
1	:	天体	:	てんたい	:	천체	:	noun
1	:	天地	:	てんち	:	천지, 하늘과 땅	:	noun
1	:	転任	:	てんにん	:	전임	:	noun
1	:	転覆·顚覆	:	てんぷく	:	전복	:	noun
1	:	展望	:	てんぼう	:	전망	:	noun
1	:	転落·顚落	:	てんらく	:	전락, 굴러 떨어짐, 타락함	:	noun
1	:	出来	:	でき	:	만듦, 거래, 완성품	:	noun
1	:	出来物	:	できもの	:	부스럼, 종기, →おでき	:	noun
1	:	出直し	:	でなおし	:	처음부터 다시 함	:	noun
1	:	田園	:	でんえん	:	전원, 논과 밭, 교외, 시골	:	noun
1	:	電源	:	でんげん	:	전원	:	noun
1	:	伝承	:	でんしょう	:	전승	:	noun
1	:	伝説	:	でんせつ	:	전설	:	noun
1	:	伝達	:	でんたつ	:	전달	:	noun
1	:	伝来	:	でんらい	:	전래	:	noun
1	:	当	:	とう	:	도리에 맞음, 당…, 그…	:	noun
1	:	陶器	:	とうき	:	도기, 도자기	:	noun
1	:	等級	:	とうきゅう	:	등급	:	noun
1	:	当局	:	とうきょく	:	당국	:	noun
1	:	討議	:	とうぎ	:	토의, 토론	:	noun
1	:	登校	:	とうこう	:	등교	:	noun
1	:	統合	:	とうごう	:	통합	:	noun
1	:	搭載	:	とうさい	:	탑재	:	noun
1	:	倒産	:	とうさん	:	도산, 파산, 역산	:	noun
1	:	投資	:	とうし	:	투자, 출자	:	noun
1	:	当初	:	とうしょ	:	당초, 최초	:	noun
1	:	統制	:	とうせい	:	통제	:	noun
1	:	当選	:	とうせん	:	당선	:	noun
1	:	逃走	:	とうそう	:	도주	:	noun
1	:	闘争	:	とうそう	:	투쟁	:	noun
1	:	統率	:	とうそつ	:	통솔	:	noun
1	:	到達	:	とうたつ	:	도달	:	noun
1	:	統治	:	とうち	:	통치	:	noun
1	:	投入	:	とうにゅう	:	투입	:	noun
1	:	当人	:	とうにん	:	당자, 본인	:	noun
1	:	党派	:	とうは	:	당파	:	noun
1	:	逃亡	:	とうぼう	:	도망	:	noun
1	:	冬眠	:	とうみん	:	동면	:	noun
1	:	投与	:	とうよ	:	투여, 약을 줌	:	noun
1	:	特技	:	とくぎ	:	특기	:	noun
1	:	特産	:	とくさん	:	특산	:	noun
1	:	特集·特輯	:	とくしゅう	:	특집	:	noun
1	:	特設	:	とくせつ	:	특설	:	noun
1	:	得点	:	とくてん	:	득점	:	noun
1	:	特派	:	とくは	:	특파, 특별히 파견함	:	noun
1	:	匿名	:	とくめい	:	익명	:	noun
1	:	特有	:	とくゆう	:	특유	:	noun
1	:	刺·棘	:	とげ	:	가시, 감정을 자극하는 것	:	noun
1	:	年ごろ·年頃	:	としごろ	:	알맞은 나이, 적령	:	noun
1	:	戸閉(ま)り·戸締(ま)り	:	とじまり	:	문단속	:	noun
1	:	途上	:	とじょう	:	도상, 도중, 노상, 길 위	:	noun
